active_from,active_to,college,height,name,position,weight,nba_3ptapg,nba_3ptpct,nba_3ptpg,nba_efgpct,nba_fg,nba_fg_per_game,nba_fga_per_game,nba_ft,nba_ft_per_g,nba_fta_p_g,nba_g_played,nba_ppg,ncaa_3ptapg,ncaa_3ptpct,ncaa_3ptpg,ncaa_efgpct,ncaa_fgapg,ncaa_fgpct,ncaa_fgpg,ncaa_ft,ncaa_ftapg,ncaa_ftpg,ncaa_games,ncaa_ppg,birth_year,career_length,bmi,age_entering_league
1988,1990,University of North Carolina at Wilmington,81,Brian Rowsom,F,220.0,0.0,0.667,0.0,0.45799999999999996,0.455,1.9,4.2,0.818,1.7,2.1,82,5.6,0.1,0.25,0.0,0.536,12.5,0.5379999999999999,6.7,0.742,5.0,3.7,115.0,17.2,1965.0,2,23.6,23
2007,2013,University of Washington,78,Brandon Roy,G,215.0,2.8,0.348,1.0,0.49200000000000005,0.45899999999999996,6.8,14.9,0.8,4.2,5.2,326,18.8,1.5,0.344,0.5,0.54,10.1,0.512,5.2,0.765,4.5,3.5,103.0,14.3,1984.0,6,24.8,23
1990,1998,University of Notre Dame,80,Donald Royal,F,210.0,0.0,0.0,0.0,0.473,0.473,1.9,4.0,0.77,2.4,3.2,504,6.3,0.0,,0.0,0.549,5.1,0.56,2.8,0.78,4.9,3.8,117.0,9.5,1966.0,8,23.1,24
1975,1975,Florida State University,82,Reggie Royals,C,200.0,0.0,,0.0,0.5,0.5,1.0,2.0,,0.0,0.0,2,2.0,,,,,,,,,,,,,1950.0,0,20.9,25
1950,1950,Indiana State University,70,Bob Royer,G,155.0,,,,,0.33799999999999997,1.9,5.5,0.7070000000000001,1.0,1.4,42,4.7,,,,,,,,,,,,,1927.0,0,22.2,23
1995,1998,"University of North Carolina, University of Louisville",83,Clifford Rozier,C,245.0,0.1,0.182,0.0,0.498,0.496,2.0,4.1,0.465,0.7,1.6,173,4.8,0.0,0.0,0.0,0.573,8.9,0.573,5.1,0.557,4.8,2.7,99.0,12.8,1972.0,3,25.0,23
2016,2018,University of Louisville,74,Terry Rozier,G,190.0,3.1,0.358,1.1,0.461,0.379,2.6,6.8,0.774,0.9,1.2,192,7.2,3.5,0.331,1.2,0.466,10.3,0.408,4.2,0.772,3.1,2.4,73.0,12.0,1994.0,2,24.4,22
2012,2018,,76,Ricky Rubio,G,194.0,2.4,0.325,0.8,0.428,0.384,3.4,9.0,0.835,3.2,3.8,428,10.8,,,,,,,,,,,,,1990.0,6,23.6,22
2003,2003,University of Iowa,83,Guy Rucker,F,265.0,0.0,,0.0,,,0.0,0.0,,0.0,0.0,3,0.0,0.0,0.0,0.0,0.5,6.8,0.499,3.4,0.644,1.9,1.2,92.0,8.0,1977.0,0,27.0,26
1990,1993,Wake Forest University,74,Delaney Rudd,G,180.0,0.7,0.257,0.2,0.442,0.413,1.3,3.2,0.7609999999999999,0.6,0.8,239,3.4,0.9,0.44799999999999995,0.4,0.515,9.9,0.495,4.9,0.805,2.1,1.7,114.0,11.7,1962.0,3,23.1,28
1979,1979,McNeese State University,79,John Rudd,F,230.0,,,,,0.444,1.0,2.3,0.71,1.1,1.6,58,3.2,,,,,,,,,,,,,1955.0,0,25.9,24
2015,2017,,82,Damjan Rudez,F,228.0,1.9,0.373,0.7,0.552,0.424,1.2,2.8,0.774,0.2,0.2,146,3.3,,,,,,,,,,,,,1986.0,2,23.8,29
1963,1965,University of Southern California,78,John Rudometkin,F,205.0,,,,,0.39899999999999997,2.4,6.0,0.743,1.5,2.0,131,6.3,,,,,,,,,,,,,1940.0,2,23.7,23
2000,2009,University of Tulsa,81,Michael Ruffin,F,246.0,0.0,0.0,0.0,0.40700000000000003,0.40700000000000003,0.6,1.5,0.45899999999999996,0.5,1.1,414,1.7,0.1,0.0,0.0,0.525,5.9,0.53,3.1,0.57,5.6,3.2,128.0,9.4,1977.0,9,26.4,23
1995,1996,University of Hawaii,73,Trevor Ruffin,G,185.0,3.5,0.371,1.3,0.495,0.41100000000000003,3.2,7.7,0.795,1.6,2.0,110,9.2,5.8,0.366,2.1,0.497,14.4,0.423,6.1,0.726,3.6,2.6,57.0,17.0,1970.0,1,24.4,25
1971,1976,Brigham Young University,82,Paul Ruffner,C,225.0,0.0,,0.0,0.47100000000000003,0.47100000000000003,1.7,3.7,0.688,0.7,1.1,133,4.2,,,,,,,,,,,,,1948.0,5,23.5,23
1960,1962,Northwestern University,81,Joe Ruklick,F,220.0,,,,,0.366,1.5,4.2,0.613,0.4,0.7,114,3.5,,,,,,,,,,,,,1938.0,2,23.6,22
1982,1993,Iona College,82,Jeff Ruland,C,240.0,0.1,0.158,0.0,0.564,0.564,6.3,11.2,0.718,4.7,6.5,332,17.4,,,,,12.7,0.635,8.1,0.68,7.0,4.7,89.0,20.8,1958.0,11,25.1,24
1968,1975,Colorado State University,81,Bob Rule,C,220.0,,,,,0.461,6.9,15.0,0.6859999999999999,3.6,5.3,403,17.4,,,,,,,,,,,,,1944.0,7,23.6,24
1947,1950,Temple University,70,Jerry Rullo,G,165.0,,,,,0.292,1.1,3.9,0.591,0.6,1.0,95,2.9,,,,,,,,,,,,,1923.0,3,23.7,24
1996,1996,,81,Stefano Rusconi,C,240.0,0.0,,0.0,0.33299999999999996,0.33299999999999996,0.4,1.3,0.4,0.3,0.7,7,1.1,,,,,,,,,,,,,1968.0,0,25.7,28
2009,2017,University of Kansas,78,Brandon Rush,G,220.0,2.7,0.402,1.1,0.518,0.426,2.5,5.9,0.706,0.6,0.8,481,6.8,4.3,0.435,1.9,0.537,10.9,0.449,4.9,0.733,2.5,1.8,109.0,13.6,1985.0,8,25.4,24
2003,2010,University of Missouri,78,Kareem Rush,G,215.0,2.3,0.358,0.8,0.466,0.4,2.5,6.3,0.703,0.5,0.7,346,6.4,6.4,0.42200000000000004,2.7,0.534,14.7,0.445,6.5,0.777,4.0,3.1,84.0,18.9,1980.0,7,24.8,23
1957,1969,University of San Francisco,82,Bill Russell,C,215.0,,,,,0.44,5.9,13.4,0.561,3.3,5.8,963,15.1,,,,,15.3,0.516,7.9,0.55,8.9,4.9,79.0,20.7,1934.0,12,22.5,23
1994,2006,"California State University, Long Beach",79,Bryon Russell,F,225.0,2.2,0.369,0.8,0.496,0.431,2.7,6.3,0.75,1.7,2.3,841,7.9,1.0,0.344,0.4,0.537,8.2,0.513,4.2,0.6829999999999999,4.2,2.9,86.0,11.7,1970.0,12,25.3,24
1975,1985,University of Michigan,80,Campy Russell,F,215.0,0.5,0.366,0.2,0.462,0.45899999999999996,6.0,13.1,0.772,3.8,4.9,566,15.8,,,,,18.5,0.456,8.5,0.753,5.7,4.3,51.0,21.2,1952.0,10,23.6,23
1967,1978,University of Michigan,77,Cazzie Russell,F,218.0,,,,,0.46399999999999997,6.3,13.7,0.8270000000000001,2.5,3.0,817,15.1,,,,,,,,,,,,,1944.0,11,25.8,23
2016,2018,Ohio State University,77,D'Angelo Russell,G,195.0,5.4,0.34600000000000003,1.9,0.48,0.409,5.3,13.0,0.754,2.0,2.7,189,14.5,6.6,0.41100000000000003,2.7,0.541,14.7,0.449,6.6,0.7559999999999999,4.5,3.4,35.0,19.3,1996.0,2,23.1,20
1973,1973,University of Detroit Mercy,75,Frank Russell,G,180.0,,,,,0.377,1.3,3.3,0.889,0.7,0.8,23,3.2,,,,,,,,,,,,,1949.0,0,22.5,24
1972,1973,University of Kansas,76,Pierre Russell,F,190.0,0.2,0.1,0.0,0.442,0.439,1.7,3.8,0.657,0.6,0.9,110,4.0,,,,,,,,,,,,,1949.0,1,23.1,23
1968,1968,University of North Texas,74,Rubin Russell,G,180.0,0.8,0.182,0.2,0.36700000000000005,0.354,2.2,6.1,0.61,1.0,1.6,26,5.4,,,,,,,,,,,,,1944.0,0,23.1,24
1983,1988,"University of Houston, Western Michigan University",77,Walker Russell,G,195.0,0.2,0.158,0.0,0.39899999999999997,0.39299999999999996,1.2,2.9,0.8,0.6,0.8,155,3.0,,,,,14.6,0.475,6.9,0.7809999999999999,4.2,3.3,54.0,17.1,1960.0,5,23.1,23
2012,2012,Jacksonville State University,73,Walker Russell,G,170.0,0.5,0.308,0.1,0.368,0.34700000000000003,1.2,3.4,0.636,0.5,0.8,28,3.0,2.6,0.376,1.0,0.495,9.7,0.444,4.3,0.8420000000000001,4.9,4.2,86.0,13.7,1982.0,0,22.4,30
1996,2003,,87,Arvydas Sabonis,C,279.0,0.9,0.32799999999999996,0.3,0.517,0.5,4.4,8.9,0.7859999999999999,2.8,3.6,470,12.0,,,,,,,,,,,,,1964.0,7,25.9,32
2017,2018,Gonzaga University,83,Domantas Sabonis,F,240.0,1.3,0.327,0.4,0.493,0.465,3.4,7.4,0.7290000000000001,1.4,1.9,154,8.6,0.2,0.35700000000000004,0.1,0.64,8.2,0.632,5.2,0.7290000000000001,4.2,3.1,74.0,13.5,1996.0,1,24.5,21
2013,2016,Gonzaga University,85,Robert Sacre,C,270.0,0.0,0.0,0.0,0.436,0.436,1.7,3.9,0.6709999999999999,0.8,1.2,189,4.2,0.0,0.25,0.0,0.5,6.0,0.504,3.0,0.735,4.5,3.3,136.0,9.3,1989.0,3,26.3,24
1947,1950,Seton Hall University,77,Ed Sadowski,C,240.0,,,,,0.354,5.6,15.7,0.6970000000000001,4.5,6.4,229,15.6,,,,,,,,,,,,,1917.0,3,28.5,30
1947,1951,University of Wyoming,70,Kenny Sailors,G,175.0,,,,,0.32899999999999996,4.5,13.8,0.7120000000000001,3.5,4.9,276,12.6,,,,,,,,,,,,,1921.0,4,25.1,26
1987,2000,Georgia Institute of Technology,83,John Salley,F,230.0,0.0,0.214,0.0,0.506,0.506,2.5,4.9,0.7140000000000001,2.0,2.8,748,7.0,,,,,8.1,0.5870000000000001,4.8,0.633,5.0,3.2,125.0,12.7,1964.0,13,23.5,23
2003,2015,University of Miami,79,John Salmons,G,210.0,2.2,0.366,0.8,0.483,0.431,3.4,7.8,0.799,1.7,2.2,895,9.3,2.2,0.321,0.7,0.513,7.7,0.466,3.6,0.805,3.1,2.5,124.0,10.4,1979.0,12,23.7,24
1968,1968,University of South Carolina,81,Al Salvadori,F,220.0,0.1,1.0,0.1,0.371,0.36200000000000004,1.2,3.4,0.688,0.6,0.9,17,3.2,,,,,,,,,,,,,1945.0,0,23.6,23
1997,1998,University of North Carolina,85,Kevin Salvadori,C,231.0,0.0,,0.0,0.28300000000000003,0.28300000000000003,0.3,1.2,0.667,0.4,0.6,39,1.1,0.0,,0.0,0.528,3.6,0.522,1.9,0.6970000000000001,1.4,1.0,137.0,4.8,1970.0,1,22.5,27
2001,2003,,85,Soumaila Samake,C,230.0,0.0,,0.0,0.389,0.389,0.6,1.5,0.462,0.3,0.6,47,1.4,,,,,,,,,,,,,1978.0,2,22.4,23
2008,2009,,85,Cheikh Samb,C,245.0,0.1,0.0,0.0,0.25,0.25,0.4,1.6,0.444,0.2,0.4,22,1.0,,,,,,,,,,,,,1984.0,1,23.8,24
2015,2018,St. John's University,81,JaKarr Sampson,G,214.0,1.2,0.251,0.3,0.475,0.44,1.9,4.4,0.6579999999999999,0.9,1.4,167,5.1,0.2,0.077,0.0,0.468,12.4,0.469,5.8,0.607,3.7,2.2,66.0,13.9,1993.0,3,22.9,22
2003,2007,University of California,83,Jamal Sampson,F,235.0,0.0,0.0,0.0,0.491,0.491,0.7,1.5,0.537,0.5,0.9,72,2.0,0.0,,0.0,0.421,5.7,0.426,2.4,0.526,3.0,1.6,32.0,6.4,1983.0,4,24.0,20
1984,1992,University of Virginia,88,Ralph Sampson,C,228.0,0.1,0.172,0.0,0.48700000000000004,0.486,6.4,13.2,0.6609999999999999,2.6,3.9,456,15.4,,,,,12.0,0.568,6.8,0.657,4.9,3.2,132.0,16.9,1960.0,8,20.7,24
2011,2013,University of Louisville,81,Samardo Samuels,F,260.0,0.0,0.0,0.0,0.445,0.445,2.2,4.9,0.653,1.5,2.3,109,5.9,0.0,0.0,0.0,0.545,8.8,0.5489999999999999,4.8,0.6890000000000001,5.5,3.8,70.0,13.5,1989.0,2,27.9,22
2001,2003,Temple University,76,Pepe Sanchez,G,195.0,0.0,0.0,0.0,0.273,0.273,0.2,0.9,1.0,0.1,0.1,38,0.5,4.4,0.295,1.3,0.418,8.5,0.341,2.9,0.728,1.9,1.4,116.0,8.5,1977.0,2,23.7,24
1973,1973,Louisiana State University,79,Al Sanders,F,240.0,0.0,,0.0,1.0,1.0,0.5,0.5,0.667,1.0,1.5,4,2.0,,,,,,,,,,,,,1950.0,0,27.0,23
1979,1981,Southern University and A&M College,78,Frankie Sanders,F,200.0,0.0,,0.0,0.43,0.43,2.0,4.7,0.8220000000000001,1.1,1.3,69,5.1,,,,,,,,,,,,,1957.0,2,23.1,22
1990,1993,Georgia Southern University,80,Jeff Sanders,F,225.0,0.0,,0.0,0.395,0.395,0.9,2.3,0.609,0.3,0.4,55,2.0,0.0,,0.0,0.538,11.9,0.541,6.4,0.691,4.0,2.8,119.0,15.6,1966.0,3,24.7,24
2011,2017,Virginia Commonwealth University,83,Larry Sanders,C,235.0,0.0,0.0,0.0,0.48,0.48,2.8,5.9,0.5529999999999999,0.8,1.4,238,6.4,0.2,0.25,0.0,0.519,7.9,0.52,4.1,0.5770000000000001,3.6,2.1,101.0,10.3,1988.0,6,24.0,23
2006,2006,"Seward County Community College, Oklahoma State University",77,Melvin Sanders,G,210.0,0.2,0.667,0.1,0.515,0.485,1.0,2.1,0.7,0.4,0.6,16,2.6,3.9,0.345,1.3,0.5,8.7,0.431,3.7,0.639,1.7,1.1,94.0,9.9,1981.0,0,24.9,25
1983,1993,"University of California, Los Angeles",78,Mike Sanders,F,210.0,0.1,0.221,0.0,0.484,0.48200000000000004,3.3,6.9,0.769,1.2,1.6,648,8.0,,,,,8.0,0.5379999999999999,4.3,0.773,3.2,2.5,109.0,11.1,1960.0,10,24.3,23
1961,1973,New York University,78,Tom Sanders,F,210.0,,,,,0.428,3.7,8.7,0.767,2.1,2.8,916,9.6,,,,,,,,,,,,,1938.0,12,24.3,23
1972,1972,University of New Mexico,81,Ron Sanford,F,215.0,0.0,,0.0,,,0.0,0.0,,0.0,0.0,1,0.0,,,,,,,,,,,,,1946.0,0,23.0,26
2001,2005,"University of New Mexico, Saint Vincent College",85,Daniel Santiago,C,256.0,0.0,,0.0,0.469,0.469,1.3,2.7,0.685,0.9,1.3,122,3.4,,,,,,,,,,,,,1976.0,4,24.9,25
1956,1956,Iona College,77,Bob Santini,F,190.0,,,,,0.5,1.3,2.5,0.5,0.3,0.5,4,2.8,,,,,,,,,,,,,1935.0,0,22.5,21
1985,1985,Loyola University of Chicago,81,Wayne Sappleton,F,215.0,0.0,,0.0,0.47100000000000003,0.47100000000000003,1.2,2.6,0.41200000000000003,0.4,1.0,33,2.9,,,,,10.9,0.517,5.6,0.723,4.9,3.5,93.0,14.8,1960.0,0,23.0,25
2017,2018,,82,Dario Saric,F,223.0,4.7,0.355,1.7,0.503,0.43,4.9,11.5,0.823,2.2,2.7,157,13.7,,,,,,,,,,,,,1994.0,1,23.3,23
1997,1999,Texas Tech University,79,Jason Sasser,F,225.0,0.2,0.33299999999999996,0.1,0.426,0.41200000000000003,1.0,2.4,0.5,0.1,0.1,14,2.1,2.2,0.285,0.6,0.5,13.0,0.474,6.2,0.727,6.4,4.7,119.0,17.7,1974.0,2,25.3,23
2002,2003,Southern Methodist University,78,Jeryl Sasser,G,200.0,0.5,0.295,0.2,0.33299999999999996,0.303,0.8,2.7,0.687,0.7,1.0,82,2.5,4.1,0.28,1.1,0.435,14.6,0.39399999999999996,5.8,0.71,6.2,4.4,117.0,17.0,1979.0,1,23.1,23
2017,2018,,79,Tomas Satoransky,G,210.0,1.0,0.409,0.4,0.545,0.49200000000000005,2.0,4.0,0.76,0.8,1.0,128,5.1,,,,,,,,,,,,,1991.0,1,23.7,26
2002,2003,University of Cincinnati,74,Kenny Satterfield,G,186.0,0.7,0.218,0.2,0.35100000000000003,0.335,1.7,5.1,0.746,0.7,0.9,75,4.3,3.0,0.32299999999999995,1.0,0.449,9.8,0.40299999999999997,3.9,0.78,3.9,3.1,68.0,11.9,1981.0,1,23.9,21
1950,1955,Seton Hall University,74,Pep Saul,G,185.0,,,,,0.36,2.0,5.7,0.7390000000000001,1.5,2.1,384,5.6,,,,,13.5,0.7340000000000001,9.9,0.693,9.0,6.2,24.0,26.0,1924.0,5,23.8,26
1958,1966,Texas Southern University,79,Woody Sauldsberry,F,220.0,,,,,0.348,4.7,13.6,0.61,1.2,2.0,462,10.7,,,,,,,,,,,,,1934.0,8,24.8,24
1969,1969,University of Louisiana at Monroe,74,Glynn Saulters,G,175.0,0.0,0.0,0.0,0.314,0.314,1.0,3.2,0.682,0.7,1.0,22,2.7,,,,,,,,,,,,,1945.0,0,22.5,24
1975,1978,Syracuse University,79,Fred Saunders,F,210.0,,,,,0.44299999999999995,2.3,5.2,0.682,0.6,0.9,210,5.3,,,,,,,,,,,,,1951.0,3,23.7,24
1952,1957,LeMoyne College,75,Don Savage,F,205.0,,,,,0.242,0.9,3.6,0.6859999999999999,1.4,2.1,17,3.2,,,,,,,,,,,,,1928.0,5,25.6,24
2003,2003,"University of Alabama at Birmingham, University of Hawaii",78,Predrag Savovic,G,225.0,1.0,0.154,0.1,0.33299999999999996,0.312,1.1,3.4,0.7240000000000001,0.8,1.1,27,3.1,4.7,0.366,1.7,0.51,10.3,0.428,4.4,0.7859999999999999,4.1,3.3,106.0,13.8,1976.0,0,26.0,27
1951,1951,"University of California, Los Angeles",77,Alan Sawyer,F,195.0,,,,,0.37,2.6,7.1,0.86,1.3,1.5,33,6.6,,,,,,,,,,,,,1928.0,0,23.1,23
2002,2012,University of Southern California,81,Brian Scalabrine,F,241.0,1.0,0.344,0.3,0.45,0.39,1.1,2.9,0.7829999999999999,0.5,0.6,520,3.1,1.5,0.34299999999999997,0.5,0.531,11.2,0.513,5.7,0.77,4.8,3.7,92.0,15.7,1978.0,10,25.8,24
2006,2006,University of Oregon,76,Alex Scales,G,185.0,0.0,,0.0,,,0.0,0.0,,0.0,0.0,1,0.0,5.2,0.32299999999999995,1.7,0.492,12.9,0.429,5.5,0.758,3.3,2.5,62.0,15.3,1978.0,0,22.5,28
1981,1984,Louisiana State University,80,DeWayne Scales,F,208.0,0.1,0.16699999999999998,0.0,0.419,0.41700000000000004,2.0,4.8,0.628,0.6,0.9,49,4.6,,,,,13.8,0.525,7.3,0.624,2.6,1.6,84.0,16.2,1958.0,3,22.8,23
1973,1973,University of Wisconsin-Eau Claire,73,Frank Schade,G,170.0,,,,,0.28600000000000003,0.2,0.8,1.0,0.7,0.7,9,1.1,,,,,,,,,,,,,1950.0,0,22.4,23
1948,1948,Northwestern University,73,Ben Schadler,F,185.0,,,,,0.198,0.6,3.1,0.769,0.3,0.4,37,1.5,,,,,,,,,,,,,1924.0,0,24.4,24
1949,1950,Indiana University,73,Herm Schaefer,G,175.0,,,,,0.379,2.7,7.2,0.828,2.1,2.6,123,7.6,,,,,,,,,,,,,1918.0,1,23.1,31
1974,1976,St. John's University,77,Billy Schaeffer,F,200.0,0.2,0.231,0.0,0.47600000000000003,0.47200000000000003,2.5,5.4,0.732,0.8,1.0,137,5.9,,,,,,,,,,,,,1951.0,2,23.7,23
1947,1949,Seton Hall University,74,Ben Scharnus,F,173.0,,,,,0.19899999999999998,0.6,3.2,0.617,0.7,1.2,52,2.0,,,,,,,,,,,,,1917.0,2,22.2,30
1950,1950,Saint Louis University,77,Marv Schatzman,F,200.0,,,,,0.247,1.3,5.1,0.58,0.9,1.5,34,3.4,,,,,,,,,,,,,1927.0,0,23.7,23
1950,1954,West Virginia University,77,Fred Schaus,F,205.0,,,,,0.35200000000000004,4.0,11.5,0.823,4.1,5.0,334,12.2,,,,,,,,,,,,,1925.0,4,24.3,25
1982,1999,Syracuse University,83,Danny Schayes,C,235.0,0.0,0.133,0.0,0.48100000000000004,0.48100000000000004,2.6,5.5,0.8059999999999999,2.4,3.0,1138,7.7,,,,,5.0,0.5539999999999999,2.8,0.8059999999999999,3.3,2.7,117.0,8.2,1959.0,17,24.0,23
1950,1964,New York University,80,Dolph Schayes,F,220.0,,,,,0.38,5.9,15.5,0.8490000000000001,6.7,7.9,996,18.5,,,,,,,,,,,,,1928.0,14,24.2,22
1947,1947,Long Island University,73,Ossie Schectman,G,175.0,,,,,0.276,3.0,10.9,0.62,2.1,3.3,54,8.1,,,,,,,,,,,,,1919.0,0,23.1,28
1991,1997,Purdue University,81,Steve Scheffler,C,250.0,0.0,0.2,0.0,0.56,0.5579999999999999,0.7,1.2,0.759,0.5,0.7,174,1.9,0.0,,0.0,0.685,5.4,0.685,3.7,0.75,4.1,3.1,110.0,10.5,1967.0,6,26.8,24
1985,1985,Purdue University,83,Tom Scheffler,C,240.0,0.0,,0.0,0.41200000000000003,0.41200000000000003,0.5,1.3,0.5,0.3,0.5,39,1.3,,,,,4.7,0.519,2.4,0.765,2.4,1.8,110.0,6.7,1954.0,0,24.5,31
1967,1968,Purdue University,75,Dave Schellhase,G,205.0,,,,,0.349,1.2,3.4,0.5670000000000001,0.5,0.8,73,2.8,,,,,,,,,,,,,1944.0,1,25.6,23
2006,2007,Georgia Institute of Technology,85,Luke Schenscher,C,255.0,0.0,,0.0,0.469,0.469,0.7,1.6,0.45,0.3,0.6,31,1.8,0.0,0.4,0.0,0.536,5.6,0.542,3.0,0.632,2.1,1.3,118.0,7.4,1982.0,1,24.8,24
1951,1952,Long Island University,81,Herb Scherer,C,212.0,,,,,0.289,1.3,4.7,0.5920000000000001,0.9,1.5,32,3.6,,,,,,,,,,,,,1928.0,1,22.7,23
1991,1999,University of Florida,85,Dwayne Schintzius,C,260.0,0.0,0.125,0.0,0.405,0.40399999999999997,1.2,2.9,0.638,0.3,0.5,217,2.7,0.2,0.158,0.0,0.492,12.8,0.494,6.3,0.7290000000000001,2.9,2.1,110.0,14.8,1968.0,8,25.3,23
1969,1978,Colorado State University,82,Dale Schlueter,C,225.0,,,,,0.49700000000000005,2.0,4.0,0.6779999999999999,1.3,2.0,586,5.3,,,,,,,,,,,,,1945.0,9,23.5,24
1949,1949,University of Kansas,76,Otto Schnellbacher,F,185.0,,,,,0.332,2.2,6.5,0.669,2.1,3.1,43,6.4,,,,,,,,,,,,,1923.0,0,22.5,26
1951,1958,Ohio State University,77,Dick Schnittker,F,200.0,,,,,0.379,2.6,6.7,0.825,3.2,3.9,364,8.3,,,,,,,,,,,,,1928.0,7,23.7,23
1983,1989,University of Tennessee at Chattanooga,82,Russ Schoene,F,210.0,0.6,0.335,0.2,0.457,0.435,2.1,4.9,0.7509999999999999,0.6,0.9,290,5.1,,,,,,,,,,,,,1960.0,6,22.0,23
1970,1970,University of Illinois at Urbana-Champaign,80,Dave Scholz,F,220.0,,,,,1.0,1.0,1.0,,0.0,0.0,1,2.0,,,,,,,,,,,,,1948.0,0,24.2,22
1947,1950,Valparaiso University,79,Milt Schoon,C,230.0,,,,,0.342,1.9,5.5,0.605,2.2,3.7,103,6.0,,,,,,,,,,,,,1922.0,3,25.9,25
1986,2001,University of Washington,81,Detlef Schrempf,F,214.0,1.1,0.384,0.4,0.513,0.491,4.8,9.7,0.8029999999999999,3.9,4.9,1136,13.9,,,,,8.5,0.521,4.5,0.708,4.2,3.0,122.0,11.9,1963.0,15,22.9,23
2014,2018,,73,Dennis Schroder,G,172.0,2.8,0.32,0.9,0.473,0.434,4.9,11.3,0.8270000000000001,2.2,2.6,352,12.9,,,,,,,,,,,,,1993.0,4,22.7,21
1950,1953,Hamline University,78,Howie Schultz,C,200.0,,,,,0.271,1.7,6.2,0.711,1.9,2.7,173,5.3,,,,,,,,,,,,,1922.0,3,23.1,28
1947,1950,University of Wisconsin,74,Dick Schulz,F,192.0,,,,,0.259,1.9,7.4,0.7190000000000001,1.8,2.4,205,5.6,,,,,,,,,,,,,1917.0,3,24.6,30
1968,1968,Vanderbilt University,75,Roger Schurig,G,185.0,0.4,0.375,0.1,0.38799999999999996,0.37200000000000005,1.7,4.5,0.75,1.3,1.7,21,4.8,,,,,,,,,,,,,1942.0,0,23.1,26
1985,1987,University of Richmond,78,John Schweitz,G,210.0,0.2,0.0,0.0,0.33299999999999996,0.33299999999999996,1.1,3.4,0.7,0.3,0.5,22,2.6,,,,,12.6,0.525,6.6,0.8059999999999999,3.2,2.6,109.0,15.8,1960.0,2,24.3,25
2008,2017,,81,Luis Scola,F,240.0,0.4,0.33899999999999997,0.1,0.499,0.493,4.9,10.0,0.74,2.0,2.6,743,12.0,,,,,,,,,,,,,1980.0,9,25.7,28
1947,1955,University of San Francisco,70,Fred Scolari,G,180.0,,,,,0.321,4.0,12.5,0.818,3.3,4.0,534,11.3,,,,,,,,,,,,,1922.0,8,25.8,25
1978,1985,Oral Roberts University,79,Alvin Scott,F,185.0,0.0,0.2,0.0,0.48200000000000004,0.48100000000000004,1.9,3.9,0.733,1.2,1.6,627,4.9,,,,,5.7,0.496,2.8,0.657,1.6,1.1,86.0,6.7,1955.0,7,20.8,23
1997,1997,Rice University,82,Brent Scott,F,250.0,0.0,,0.0,0.47100000000000003,0.47100000000000003,0.5,1.1,0.5,0.2,0.4,16,1.2,0.0,0.0,0.0,0.553,11.4,0.552,6.3,0.581,6.4,3.7,117.0,16.3,1971.0,0,26.1,26
1984,1997,Arizona State University,75,Byron Scott,G,195.0,2.0,0.37,0.7,0.514,0.48200000000000004,5.5,11.4,0.833,2.3,2.8,1073,14.1,,,,,14.2,0.507,7.2,0.747,4.2,3.1,90.0,17.5,1961.0,13,24.4,23
1971,1980,University of North Carolina,77,Charlie Scott,G,175.0,0.8,0.253,0.2,0.449,0.44799999999999995,8.4,18.7,0.773,3.9,5.0,717,20.7,,,,,18.4,0.48,8.8,0.726,6.0,4.4,91.0,22.1,1948.0,9,20.7,23
1991,2000,Georgia Institute of Technology,80,Dennis Scott,F,229.0,4.9,0.397,1.9,0.502,0.41700000000000004,4.7,11.3,0.7929999999999999,1.5,1.9,629,12.9,8.4,0.42200000000000004,3.5,0.557,16.6,0.452,7.5,0.777,3.6,2.8,99.0,21.4,1968.0,9,25.2,23
1997,1997,St. John's University,78,James Scott,F,180.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.1,0.3,8,0.1,2.7,0.259,0.7,0.463,10.9,0.43200000000000005,4.7,0.74,3.3,2.4,55.0,12.6,1972.0,0,20.8,25
2013,2018,University of Virginia,80,Mike Scott,F,237.0,2.1,0.353,0.7,0.536,0.47600000000000003,2.9,6.1,0.768,0.9,1.1,355,7.4,0.3,0.364,0.1,0.529,8.6,0.521,4.5,0.775,3.5,2.7,130.0,11.8,1988.0,5,26.0,25
1962,1972,University of Portland,81,Ray Scott,F,215.0,0.0,0.6,0.0,0.409,0.409,5.5,13.5,0.727,3.3,4.5,811,14.3,,,,,,,,,,,,,1938.0,10,23.0,24
1997,2002,St. John's University,82,Shawnelle Scott,C,250.0,0.0,,0.0,0.46399999999999997,0.46399999999999997,0.7,1.6,0.465,0.3,0.7,105,1.8,0.0,0.0,0.0,0.531,8.1,0.537,4.3,0.562,3.2,1.8,113.0,10.5,1972.0,5,26.1,25
1970,1970,Alabama State University,77,Willie Scott,F,210.0,0.0,,0.0,0.4,0.4,0.8,1.9,0.16699999999999998,0.1,0.8,8,1.6,,,,,,,,,,,,,1947.0,0,24.9,23
1968,1968,"California State Polytechnic University, Pomona",77,Paul Scranton,F,230.0,0.0,,0.0,0.444,0.444,0.8,1.8,0.25,0.2,0.8,5,1.8,,,,,,,,,,,,,1944.0,0,27.3,24
