active_from,active_to,college,height,name,position,weight,nba_3ptapg,nba_3ptpct,nba_3ptpg,nba_efgpct,nba_fg,nba_fg_per_game,nba_fga_per_game,nba_ft,nba_ft_per_g,nba_fta_p_g,nba_g_played,nba_ppg,ncaa_3ptapg,ncaa_3ptpct,ncaa_3ptpg,ncaa_efgpct,ncaa_fgapg,ncaa_fgpct,ncaa_fgpg,ncaa_ft,ncaa_ftapg,ncaa_ftpg,ncaa_games,ncaa_ppg,birth_year,career_length,bmi,age_entering_league
2018,2018,University of Kentucky,82,Bam Adebayo,C,243.0,0.1,0.0,0.0,0.508,0.508,2.5,5.0,0.711,1.8,2.6,67,6.9,0.0,,0.0,0.6,7.5,0.599,4.5,0.653,6.2,4.1,38.0,13.0,1997.0,0,25.4,21
1969,1975,Loyola Marymount University,73,Rick Adelman,G,175.0,,,,,0.415,3.0,7.2,0.713,1.8,2.5,462,7.7,,,,,,,,,,,,,1946.0,6,23.1,23
2011,2015,University of Connecticut,79,Jeff Adrien,F,245.0,0.0,0.0,0.0,0.474,0.474,1.7,3.6,0.628,1.2,1.9,153,4.6,0.0,0.33299999999999996,0.0,0.511,8.8,0.515,4.5,0.606,4.9,3.0,133.0,12.1,1986.0,4,27.6,25
2008,2018,"University of California, Los Angeles",77,Arron Afflalo,G,210.0,2.9,0.386,1.1,0.514,0.449,3.9,8.7,0.825,1.8,2.2,761,10.8,5.4,0.373,2.0,0.55,10.9,0.457,5.0,0.7809999999999999,3.6,2.8,104.0,14.8,1985.0,10,24.9,23
2007,2011,Michigan State University,77,Maurice Ager,G,202.0,0.5,0.25,0.1,0.368,0.33899999999999997,0.8,2.3,0.5660000000000001,0.4,0.6,82,2.1,4.3,0.38,1.6,0.521,9.6,0.441,4.2,0.775,3.2,2.5,124.0,12.5,1984.0,4,24.0,23
1982,1994,DePaul University,78,Mark Aguirre,F,232.0,1.4,0.312,0.4,0.498,0.484,7.8,16.1,0.741,4.0,5.4,923,20.0,,,,,18.2,0.546,9.9,0.768,6.8,5.2,87.0,25.1,1959.0,12,26.8,23
2008,2012,Missouri State University,74,Blake Ahearn,G,190.0,2.5,0.298,0.7,0.364,0.273,1.1,4.1,0.97,1.7,1.7,19,4.6,5.2,0.408,2.1,0.534,8.9,0.423,3.7,0.946,3.6,3.4,129.0,13.0,1984.0,4,24.4,24
1982,1995,Brigham Young University,76,Danny Ainge,G,175.0,2.5,0.37799999999999995,1.0,0.519,0.469,4.5,9.5,0.846,1.6,1.9,1042,11.5,,,,,15.9,0.526,8.4,0.816,5.1,4.2,118.0,20.9,1959.0,13,21.3,23
1968,1968,Michigan State University,79,Matthew Aitch,F,230.0,0.0,0.0,0.0,0.405,0.405,2.2,5.5,0.675,1.2,1.7,45,5.6,,,,,,,,,,,,,1944.0,0,25.9,24
2009,2017,,86,Alexis Ajinca,C,248.0,0.1,0.28600000000000003,0.0,0.507,0.503,2.2,4.4,0.797,0.9,1.1,293,5.3,,,,,,,,,,,,,1988.0,8,23.6,21
1967,1969,Morehead State University,82,Henry Akin,C,225.0,1.0,0.0,0.0,0.35,0.35,1.5,4.2,0.6759999999999999,0.5,0.8,88,3.5,,,,,,,,,,,,,1944.0,2,23.5,23
